"# THE WORKING COPY — this file at the art library root is the list the owner works from. The suite regenerates it (and a mirror under build/_image-prompts/) via npm run art-worklist in the suite repo; edit nothing by hand."
"# ART WORK LIST — generated by `node tools/gen-art-worklist.mjs` (npm run art-worklist). Regenerate rather than editing by hand."
"# FILENAMES USE HYPHENS (thri-kreen.webp) — NOT underscores (thri_kreen.webp). The sidecar wiring keys art to hyphenated entry-key slugs; a file named with underscores will never be found."
"# The filename is the slug of the document key (flags.<module>.key after the last dot) + .webp — never the build/ JSON filename, which can disagree with it."
"# The full save path opens every notes cell — every path points into the standalone art library (C:/Projects/FoundryVTT/DakksUltimateTokens/art/<kind-dir>/<slug>.webp). The library is edition-agnostic: the SAME slug reached from two packs or modules is ONE shared file, and the notes name every entry it serves."
"# THE LOOP: generate a batch -> save each file at the exact path in its notes cell -> npm run build in the suite (the build resolves library art by existence; a misnamed file silently does nothing — check the name against this CSV) -> reload Foundry."
"# Creature tokens: PNG with alpha first, verify per IMAGE-BRIEF.md §9, then convert to .webp. Sizes: Tiny–Large 512px, Huge 1024px, Gargantuan 1536px."
"# P1 = generate first (this module). P2 = later. P3 = a real library icon already exists — only for a unified look."
"# emblem = non-physical subject rendered as an item-icon-style sigil/effect; not in the original six kinds, added for full coverage (spells, proficiencies, skills, abilities, tables, journals). Classes are kind 'npc' (class portrait — archetypal member)."
"# CANON BACKLOG rows (kind monster, P3, no suite slot yet) merge the 5e SRD monster list (CC-BY mechanical fields only) with the Too Many Tokens name list (names only), deduped against our own creature rows — art pre-made for future campaigns/editions."
"filename","display_name","kind","size","token_type","visual_brief","priority","notes"
"explosive-runes.webp","Explosive Runes","emblem","—","item icon","Spell effect as an object: a carved glowing rune","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/explosive-runes.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"extension-i.webp","Extension I","emblem","—","item icon","Spell effect as an object: an hourglass suspended mid-turn","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/extension-i.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"extension-ii.webp","Extension II","emblem","—","item icon","Spell effect as an object: an hourglass suspended mid-turn","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/extension-ii.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"extension-iii.webp","Extension III","emblem","—","item icon","Spell effect as an object: an hourglass suspended mid-turn","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/extension-iii.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"eye-bite.webp","Eye Bite","emblem","—","item icon","Spell effect as an object: an unblinking arcane eye","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/eye-bite.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"fabricate.webp","Fabricate","emblem","—","item icon","An arcane sigil of enchantment","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/fabricate.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"faerie-fire.webp","Faerie Fire","emblem","—","item icon","Spell effect as an object: a contained burst of flame","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/faerie-fire.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"false-vision.webp","False Vision","emblem","—","item icon","Spell effect as an object: an unblinking arcane eye","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/false-vision.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"fear.webp","Fear","emblem","—","item icon","Spell effect as an object: a screaming shadow visage","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/fear.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"feather-fall.webp","Feather Fall","emblem","—","item icon","An arcane sigil of alteration","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/feather-fall.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"feeble-mind.webp","Feeble Mind","emblem","—","item icon","Spell effect as an object: a hypnotic swirl of influence","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/feeble-mind.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"feign-death.webp","Feign Death","emblem","—","item icon","Spell effect as an object: a pale skull wreathed in grave-light","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/feign-death.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look; SHARED FILE — also serves spell.divine.feign-death (ad2e-core/spells-divine)"
"find-familiar.webp","Find Familiar","emblem","—","item icon","Spell effect as an object: a summoning circle of light","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/find-familiar.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"find-the-path.webp","Find the Path","emblem","—","item icon","Spell effect as an object: an unblinking arcane eye","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/find-the-path.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"find-traps.webp","Find Traps","emblem","—","item icon","Spell effect as an object: glowing spectral shackles","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/find-traps.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"finger-of-death.webp","Finger of Death","emblem","—","item icon","Spell effect as an object: a pale skull wreathed in grave-light","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/finger-of-death.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"fire-charm.webp","Fire Charm","emblem","—","item icon","Spell effect as an object: a contained burst of flame","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/fire-charm.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"fire-seeds.webp","Fire Seeds","emblem","—","item icon","Spell effect as an object: a contained burst of flame","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/fire-seeds.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"fire-shield.webp","Fire Shield","emblem","—","item icon","Spell effect as an object: a conjured shield of force","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/fire-shield.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"fire-storm.webp","Fire Storm","emblem","—","item icon","Spell effect as an object: a contained burst of flame","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/fire-storm.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"fire-trap.webp","Fire Trap","emblem","—","item icon","Spell effect as an object: a contained burst of flame","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/fire-trap.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look; SHARED FILE — also serves spell.divine.fire-trap (ad2e-core/spells-divine)"
"fireball.webp","Fireball","emblem","—","item icon","Spell effect as an object: a contained burst of flame","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/fireball.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"flame-arrow.webp","Flame Arrow","emblem","—","item icon","Spell effect as an object: a contained burst of flame","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/flame-arrow.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"flame-blade.webp","Flame Blade","emblem","—","item icon","Spell effect as an object: a contained burst of flame","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/flame-blade.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"flame-strike.webp","Flame Strike","emblem","—","item icon","Spell effect as an object: a contained burst of flame","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/flame-strike.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"flame-walk.webp","Flame Walk","emblem","—","item icon","Spell effect as an object: a contained burst of flame","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/flame-walk.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"flaming-sphere.webp","Flaming Sphere","emblem","—","item icon","Spell effect as an object: a contained burst of flame","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/flaming-sphere.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"floating-disc.webp","Floating Disc","emblem","—","item icon","Spell effect as an object: a pair of glowing winged boots","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/floating-disc.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"fly.webp","Fly","emblem","—","item icon","Spell effect as an object: a pair of glowing winged boots","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/fly.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"fog-cloud.webp","Fog Cloud","emblem","—","item icon","Spell effect as an object: a dark churning storm cloud","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/fog-cloud.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"fools-gold.webp","Fool’s Gold","emblem","—","item icon","An arcane sigil of alteration","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/fools-gold.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"forbiddance.webp","Forbiddance","emblem","—","item icon","A divine sigil of the protection sphere","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/forbiddance.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"force-cage.webp","Force Cage","emblem","—","item icon","Spell effect as an object: glowing spectral shackles","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/force-cage.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"foresight.webp","Foresight","emblem","—","item icon","Spell effect as an object: an unblinking arcane eye","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/foresight.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"forget.webp","Forget","emblem","—","item icon","Spell effect as an object: a hypnotic swirl of influence","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/forget.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"free-action.webp","Free Action","emblem","—","item icon","A divine sigil of the charm sphere","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/free-action.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"freezing-sphere.webp","Freezing Sphere","emblem","—","item icon","Spell effect as an object: a jagged spray of frost and ice","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/freezing-sphere.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"friends.webp","Friends","emblem","—","item icon","Spell effect as an object: a hypnotic swirl of influence","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/friends.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"fumble.webp","Fumble","emblem","—","item icon","An arcane sigil of enchantment","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/fumble.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"gate.webp","Gate","emblem","—","item icon","Spell effect as an object: a summoning circle of light","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/gate.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look; SHARED FILE — also serves spell.divine.gate (ad2e-core/spells-divine)"
"gaze-reflection.webp","Gaze Reflection","emblem","—","item icon","An arcane sigil of alteration","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/gaze-reflection.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"geas.webp","Geas","emblem","—","item icon","An arcane sigil of enchantment","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/geas.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"giant-insect.webp","Giant Insect","emblem","—","item icon","Spell effect as an object: a whirling insect swarm","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/giant-insect.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"glass-see.webp","Glass See","emblem","—","item icon","Spell effect as an object: an unblinking arcane eye","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/glass-see.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"glass-steel.webp","Glass Steel","emblem","—","item icon","An arcane sigil of alteration","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/glass-steel.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"glitter-dust.webp","Glitter Dust","emblem","—","item icon","Spell effect as an object: a hovering shard of stone","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/glitter-dust.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"globe-of-invulnerability.webp","Globe of Invulnerability","emblem","—","item icon","An arcane sigil of abjuration","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/globe-of-invulnerability.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"glyph-of-warding.webp","Glyph of Warding","emblem","—","item icon","Spell effect as an object: a glowing warding barrier","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/glyph-of-warding.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"good-berry.webp","Good Berry","emblem","—","item icon","Spell effect as an object: a coil of living vines","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/good-berry.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"grease.webp","Grease","emblem","—","item icon","An arcane sigil of conjuration","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/grease.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"guards-and-wards.webp","Guards and Wards","emblem","—","item icon","Spell effect as an object: a glowing warding barrier","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/guards-and-wards.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"gust-of-wind.webp","Gust of Wind","emblem","—","item icon","Spell effect as an object: a spiral of rushing wind","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/gust-of-wind.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"hallucinatory-forest.webp","Hallucinatory Forest","emblem","—","item icon","Spell effect as an object: a coil of living vines","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/hallucinatory-forest.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"hallucinatory-terrain.webp","Hallucinatory Terrain","emblem","—","item icon","An arcane sigil of illusion","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/hallucinatory-terrain.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"haste.webp","Haste","emblem","—","item icon","An arcane sigil of alteration","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/haste.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"heal.webp","Heal","emblem","—","item icon","Spell effect as an object: a warm radiant glow of healing light","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/heal.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"heat-metal.webp","Heat Metal","emblem","—","item icon","Spell effect as an object: a contained burst of flame","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/heat-metal.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"heroes-feast.webp","Heroes’ Feast","emblem","—","item icon","Spell effect as an object: a radiant holy sunburst","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/heroes-feast.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"hold-animal.webp","Hold Animal","emblem","—","item icon","Spell effect as an object: a spectral beast totem","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/hold-animal.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"hold-monster.webp","Hold Monster","emblem","—","item icon","Spell effect as an object: glowing spectral shackles","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/hold-monster.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"hold-person.webp","Hold Person","emblem","—","item icon","Spell effect as an object: glowing spectral shackles","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/hold-person.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look; SHARED FILE — also serves spell.divine.hold-person (ad2e-core/spells-divine)"
"hold-plant.webp","Hold Plant","emblem","—","item icon","Spell effect as an object: a coil of living vines","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/hold-plant.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"hold-portal.webp","Hold Portal","emblem","—","item icon","Spell effect as an object: glowing spectral shackles","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/hold-portal.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"hold-undead.webp","Hold Undead","emblem","—","item icon","Spell effect as an object: a pale skull wreathed in grave-light","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/hold-undead.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"holy-word.webp","Holy Word","emblem","—","item icon","Spell effect as an object: rippling rings of sound","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/holy-word.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"hypnotic-pattern.webp","Hypnotic Pattern","emblem","—","item icon","Spell effect as an object: a hypnotic swirl of influence","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/hypnotic-pattern.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"hypnotism.webp","Hypnotism","emblem","—","item icon","Spell effect as an object: a hypnotic swirl of influence","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/hypnotism.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"ice-storm.webp","Ice Storm","emblem","—","item icon","Spell effect as an object: a jagged spray of frost and ice","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/ice-storm.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"identify.webp","Identify","emblem","—","item icon","Spell effect as an object: an unblinking arcane eye","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/identify.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"illusory-script.webp","Illusory Script","emblem","—","item icon","Spell effect as an object: a shimmering double-faced mask","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/illusory-script.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"illusory-wall.webp","Illusory Wall","emblem","—","item icon","Spell effect as an object: a shimmering double-faced mask","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/illusory-wall.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"imbue-with-spell-ability.webp","Imbue With Spell Ability","emblem","—","item icon","A divine sigil of the charm sphere","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/imbue-with-spell-ability.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"imprisonment.webp","Imprisonment","emblem","—","item icon","Spell effect as an object: glowing spectral shackles","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/imprisonment.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"improved-invisibility.webp","Improved Invisibility","emblem","—","item icon","Spell effect as an object: a fading translucent outline","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/improved-invisibility.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"improved-phantasmal-force.webp","Improved Phantasmal Force","emblem","—","item icon","Spell effect as an object: a shimmering double-faced mask","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/improved-phantasmal-force.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"incendiary-cloud.webp","Incendiary Cloud","emblem","—","item icon","Spell effect as an object: a contained burst of flame","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/incendiary-cloud.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"infravision.webp","Infravision","emblem","—","item icon","An arcane sigil of alteration","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/infravision.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"insect-plague.webp","Insect Plague","emblem","—","item icon","Spell effect as an object: a sickly miasma in a phial","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/insect-plague.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"instant-summons.webp","Instant Summons","emblem","—","item icon","Spell effect as an object: a summoning circle of light","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/instant-summons.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"intense-transformation.webp","Intense Transformation","emblem","—","item icon","An arcane sigil of alteration","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/intense-transformation.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"invisibility.webp","Invisibility","emblem","—","item icon","Spell effect as an object: a fading translucent outline","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/invisibility.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"invisibility-10-radius.webp","Invisibility, 10’ Radius","emblem","—","item icon","Spell effect as an object: a fading translucent outline","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/invisibility-10-radius.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"invisibility-to-animals.webp","Invisibility to Animals","emblem","—","item icon","Spell effect as an object: a spectral beast totem","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/invisibility-to-animals.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"invisibility-to-undead.webp","Invisibility to Undead","emblem","—","item icon","Spell effect as an object: a pale skull wreathed in grave-light","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/invisibility-to-undead.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"invisible-stalker.webp","Invisible Stalker","emblem","—","item icon","Spell effect as an object: a fading translucent outline","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/invisible-stalker.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"irresistible-dance.webp","Irresistible Dance","emblem","—","item icon","An arcane sigil of enchantment","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/irresistible-dance.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"irritation.webp","Irritation","emblem","—","item icon","An arcane sigil of alteration","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/irritation.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"item.webp","Item","emblem","—","item icon","An arcane sigil of alteration","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/item.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"jump.webp","Jump","emblem","—","item icon","Spell effect as an object: a pair of glowing winged boots","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/jump.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"knock.webp","Knock","emblem","—","item icon","An arcane sigil of universal","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/knock.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"know-alignment.webp","Know Alignment","emblem","—","item icon","Spell effect as an object: an unblinking arcane eye","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/know-alignment.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look; SHARED FILE — also serves spell.divine.know-alignment (ad2e-core/spells-divine)"
"legend-lore.webp","Legend Lore","emblem","—","item icon","Spell effect as an object: an unblinking arcane eye","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/legend-lore.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"leprechauns-lamentable-belaborment.webp","Leprechaun’s Lamentable Belaborment","emblem","—","item icon","An arcane sigil of enchantment","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/leprechauns-lamentable-belaborment.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"leprechauns-secret-chest.webp","Leprechaun’s Secret Chest","emblem","—","item icon","An arcane sigil of alteration","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/leprechauns-secret-chest.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"leprechauns-secure-shelter.webp","Leprechaun’s Secure Shelter","emblem","—","item icon","An arcane sigil of alteration","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/leprechauns-secure-shelter.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"leprechauns-tiny-hut.webp","Leprechaun’s Tiny Hut","emblem","—","item icon","An arcane sigil of alteration","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/leprechauns-tiny-hut.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"leprechauns-trap.webp","Leprechaun’s Trap","emblem","—","item icon","Spell effect as an object: glowing spectral shackles","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/leprechauns-trap.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"levitate.webp","Levitate","emblem","—","item icon","Spell effect as an object: a pair of glowing winged boots","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/levitate.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"light.webp","Light","emblem","—","item icon","Spell effect as an object: a radiant starburst of light","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/light.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look; SHARED FILE — also serves spell.divine.light (ad2e-core/spells-divine)"
"lightning-bolt.webp","Lightning Bolt","emblem","—","item icon","Spell effect as an object: a coil of crackling lightning","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/lightning-bolt.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"limited-wish.webp","Limited Wish","emblem","—","item icon","Spell effect as an object: a brilliant golden star","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/limited-wish.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"live-oak.webp","Live Oak","emblem","—","item icon","A divine sigil of the plant sphere","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/live-oak.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
